entry_time,exit_time,entry_price,exit_price,signal_type,direction,regime,exit_reason,bars_held,tp1_hit,tp1_exit_price,tp1_exit_time,tp1_pnl,velocity_check,stall_check,early_adverse,snap_lock,velocity_trail_adjustment,scratch_reason,final_mfe,final_mfa,pnl,fees,net_pnl,entry_equity,exit_equity,position_size,is_partial,remaining_size
2025-01-01 04:30:00,2025-01-01 04:50:00,0.31693,0.31668,Momentum_Short,-1,Neutral,5-Bar Time Stop,5,False,,,,False,False,False,False,False,,0.002114031489603395,-0.0030921654624050626,0.0007888177200011753,0.0006,0.0001888177200011753,10000.0,10001.888177200011,1.0,False,1.0
2025-01-01 05:35:00,2025-01-01 05:45:00,0.31757,0.31801,Momentum_Short,-1,Neutral,Stall Filter (Bar 3),3,False,,,,False,True,False,False,False,Volume stall at bar 3,0.0007242497717039014,-0.002645086122744615,-0.0013855213023900115,0.0006,-0.0019855213023900115,10001.888177200011,9982.029215160059,1.0,False,1.0
2025-01-01 11:40:00,2025-01-01 12:00:00,0.31622,0.3166,Momentum_Long,1,Neutral,5-Bar Time Stop,5,False,,,,False,False,False,False,False,,0.0036999557270255023,-0.0029093668964644123,0.0012016950224526958,0.0006,0.0006016950224526958,9982.029215160059,9988.035352452798,1.0,False,1.0
2025-01-01 18:20:00,2025-01-01 18:30:00,0.32009,0.32137035999999997,Momentum_Long,1,Neutral,TP1 Hit (60% scale-out),3,False,,,,False,False,False,False,False,,0.006810584523102925,-0.0011871661095316675,0.0023999999999999634,0.00035999999999999997,0.0020399999999999633,9988.035352452798,10008.410944571802,0.6,True,1.0
2025-01-01 18:20:00,2025-01-01 18:35:00,0.32009,0.32281076499999994,Momentum_Long,1,Neutral,TP2 Hit (Runner),4,True,0.32137035999999997,2025-01-01 18:30:00,0.0023999999999999634,False,False,False,True,True,,0.00871629854103538,-0.0011871661095316675,0.003399999999999948,0.00011999999999999999,0.0032799999999999483,9988.035352452798,10041.238532469997,0.4,True,0.4
2025-01-01 18:40:00,2025-01-01 18:45:00,0.32297,0.32426188,Volume_Long,1,Neutral,TP1 Hit (60% scale-out),2,False,,,,True,False,False,False,False,,0.0053874972907701005,-0.0018267950583644903,0.0024000000000000427,0.00035999999999999997,0.0020400000000000426,10041.238532469997,10061.722659076237,0.6,True,1.0
2025-01-01 18:40:00,2025-01-01 18:50:00,0.32297,0.324222935,Volume_Long,1,Neutral,Trailing Stop,3,True,0.32426188,2025-01-01 18:45:00,0.0024000000000000427,True,False,False,False,False,,0.0053874972907701005,-0.0018267950583644903,0.0015517664179335675,0.00011999999999999999,0.0014317664179335676,10041.238532469997,10076.128695686064,0.4,True,0.4
2025-01-01 19:05:00,2025-01-01 19:25:00,0.32404,0.32283,Volume_Short,-1,Neutral,5-Bar Time Stop,5,False,,,,False,False,False,False,False,,0.004721639303789581,-0.002931736822614512,0.0037341069003826344,0.0006,0.0031341069003826346,10076.128695686064,10107.708360160357,1.0,False,1.0
2025-01-02 00:00:00,2025-01-02 00:20:00,0.32499,0.33136,Momentum_Short,-1,Neutral,5-Bar Time Stop,5,False,,,,False,False,False,False,False,,0.0012000369242130572,-0.02009292593618259,-0.01960060309547982,0.0006,-0.02020060309547982,10107.708360160357,9903.526555371895,1.0,False,1.0
2025-01-02 06:20:00,2025-01-02 06:40:00,0.33035,0.33077,Volume_Short,-1,Neutral,5-Bar Time Stop,5,False,,,,False,False,False,False,False,,0.0029665506281216316,-0.002573028606023967,-0.0012713788406236764,0.0006,-0.0018713788406236765,9903.526555371895,9884.993305328617,1.0,False,1.0
2025-01-02 13:10:00,2025-01-02 13:20:00,0.34029,0.33892883999999995,Momentum_Short,-1,Neutral,TP1 Hit (60% scale-out),3,False,,,,False,False,False,False,False,,0.004790032031502439,-0.00393781774368923,0.0024000000000000492,0.00035999999999999997,0.002040000000000049,9884.993305328617,9905.158691671488,0.6,True,1.0
2025-01-02 13:10:00,2025-01-02 13:25:00,0.34029,0.33916799000000003,Momentum_Short,-1,Neutral,Trailing Stop,4,True,0.33892883999999995,2025-01-02 13:20:00,0.0024000000000000492,False,False,False,False,False,,0.004790032031502439,-0.00393781774368923,0.001318886831819861,0.00011999999999999999,0.001198886831819861,9884.993305328617,9917.03385599402,0.4,True,0.4
2025-01-02 20:35:00,2025-01-02 20:55:00,0.33758,0.33738,Momentum_Short,-1,Mean-reversion,5-Bar Time Stop,5,False,,,,False,False,False,False,False,,0.0009183008472065198,-0.003169619053261495,0.000592452159488056,0.0006,-7.5478405119439e-06,9917.03385599402,9916.959003804122,1.0,False,1.0
2025-01-03 00:15:00,2025-01-03 00:25:00,0.33772,0.33933,Volume_Short,-1,Mean-reversion,Stall Filter (Bar 3),3,False,,,,False,True,False,False,False,Volume stall at bar 3,0.0010067511548028157,-0.005270638398673469,-0.00476726282127206,0.0006,-0.00536726282127206,9916.959003804122,9863.732078442925,1.0,False,1.0
2025-01-03 06:20:00,2025-01-03 06:30:00,0.33985,0.34024,Momentum_Short,-1,Mean-reversion,Stall Filter (Bar 3),3,False,,,,False,True,False,False,False,Volume stall at bar 3,0.0005590701780196204,-0.003413270560541399,-0.0011475651022509975,0.0006,-0.0017475651022509976,9863.732078442925,9846.494564484685,1.0,False,1.0
2025-01-03 12:30:00,2025-01-03 12:50:00,0.34887,0.3509,Volume_Short,-1,Trend,5-Bar Time Stop,5,False,,,,False,False,True,False,False,,0.001318542723650689,-0.005847450339668031,-0.005818786367414728,0.0006,-0.006418786367414728,9846.494564484685,9783.292019407347,1.0,False,1.0
2025-01-03 19:40:00,2025-01-03 20:00:00,0.37815,0.37673,Momentum_Long,1,Neutral,5-Bar Time Stop,5,False,,,,False,False,False,False,False,,0.004574904138569376,-0.0038080126933756364,-0.0037551236281898105,0.0006,-0.004355123628189811,9783.292019407347,9740.684573172144,1.0,False,1.0
2025-01-04 00:15:00,2025-01-04 00:30:00,0.38325,0.38133374999999997,Momentum_Long,1,Neutral,Stop Loss,4,False,,,,False,False,True,False,False,,0.003078930202217911,-0.005766470971950398,-0.005000000000000022,0.0006,-0.005600000000000022,9740.684573172144,9686.13673956238,1.0,False,1.0
2025-01-04 07:50:00,2025-01-04 08:00:00,0.3874,0.38685,Momentum_Short,-1,Mean-reversion,Stall Filter (Bar 3),3,False,,,,False,True,True,False,False,Volume stall at bar 3,0.0017036654620548512,-0.0053949406298399085,0.0014197212183789233,0.0006,0.0008197212183789234,9686.13673956238,9694.076671371919,1.0,False,1.0
2025-01-04 13:55:00,2025-01-04 14:10:00,0.39376,0.39159432,MeanRev_Short,-1,Mean-reversion,TP1 Hit (60% scale-out),4,False,,,,False,False,False,False,False,,0.006501422186103227,-0.0028443722064201795,0.0033000000000000048,0.00035999999999999997,0.0029400000000000047,9694.076671371919,9722.577256785751,0.6,True,1.0
2025-01-04 13:55:00,2025-01-04 14:15:00,0.39376,0.39197,MeanRev_Short,-1,Mean-reversion,5-Bar Time Stop,5,True,0.39159432,2025-01-04 14:10:00,0.0033000000000000048,False,False,False,False,False,,0.007644250304754198,-0.0028443722064201795,0.004545916294189389,0.0006,0.003945916294189389,9694.076671371919,9760.941732804817,1.0,False,0.4
2025-01-04 15:10:00,2025-01-04 15:25:00,0.39042,0.38827269000000003,Momentum_Short,-1,Mean-reversion,TP1 Hit (60% scale-out),4,False,,,,False,False,False,False,False,,0.013882485528405257,-0.0024076635418267415,0.0032999999999999354,0.00035999999999999997,0.0029399999999999353,9760.941732804817,9789.638901499262,0.6,True,1.0
2025-01-04 15:10:00,2025-01-04 15:30:00,0.39042,0.38237,Momentum_Short,-1,Mean-reversion,5-Bar Time Stop,5,True,0.38827269000000003,2025-01-04 15:25:00,0.0032999999999999354,False,False,False,False,False,,0.020823728292607886,-0.0024076635418267415,0.02061882075713335,0.0006,0.02001882075713335,9760.941732804817,9985.615927945435,1.0,False,0.4
2025-01-04 15:35:00,2025-01-04 15:35:00,0.3809,0.3828045,MeanRev_Long,1,Mean-reversion,TP1 Hit (60% scale-out),1,False,,,,False,False,False,False,False,,0.005565765292727778,-0.0016014702021527945,0.0029999999999999615,0.00035999999999999997,0.0026399999999999614,9985.615927945435,10011.97795399521,0.6,True,1.0
2025-01-04 15:35:00,2025-01-04 15:40:00,0.3809,0.38225396,MeanRev_Long,1,Mean-reversion,Trailing Stop,2,True,0.3828045,2025-01-04 15:35:00,0.0029999999999999615,True,False,False,False,False,,0.005565765292727778,-0.007613546862693656,0.0014218535048569046,0.00011999999999999999,0.0013018535048569045,9985.615927945435,10025.01208258517,0.4,True,0.4
2025-01-04 15:50:00,2025-01-04 16:00:00,0.37941,0.38130705,Volume_Long,1,Mean-reversion,TP1 Hit (60% scale-out),3,False,,,,True,False,True,False,False,,0.007590732980153379,-0.006167470546374657,0.00299999999999993,0.00035999999999999997,0.0026399999999999297,10025.01208258517,10051.478114483194,0.6,True,1.0
2025-01-04 15:50:00,2025-01-04 16:05:00,0.37941,0.38171656500000006,Volume_Long,1,Mean-reversion,Trailing Stop,4,True,0.38130705,2025-01-04 16:00:00,0.00299999999999993,True,False,True,False,True,,0.007590732980153379,-0.006167470546374657,0.0024317387522733067,0.00011999999999999999,0.002311738752273307,10025.01208258517,10074.714505958073,0.4,True,0.4
2025-01-04 16:25:00,2025-01-04 16:30:00,0.38104,0.3791348,MeanRev_Long,1,Mean-reversion,Stop Loss,2,False,,,,False,False,True,False,False,,0.003437959269368133,-0.005458744488767507,-0.004999999999999989,0.0006,-0.005599999999999989,10074.714505958073,10018.296104724708,1.0,False,1.0
2025-01-04 17:55:00,2025-01-04 18:05:00,0.38477,0.38463,Momentum_Long,1,Mean-reversion,Stall Filter (Bar 3),3,False,,,,False,True,False,False,False,Volume stall at bar 3,0.0011695298490007173,-0.0027289029810016255,-0.0003638537308001494,0.0006,-0.0009638537308001493,10018.296104724708,10008.63993264791,1.0,False,1.0
2025-01-04 20:25:00,2025-01-04 20:40:00,0.38558,0.38750789999999996,Momentum_Long,1,Mean-reversion,TP1 Hit (60% scale-out),4,False,,,,False,False,False,False,False,,0.00692463302038489,-0.002697235333782835,0.0029999999999999727,0.00035999999999999997,0.0026399999999999727,10008.63993264791,10035.0627420701,0.6,True,1.0
