timestamp,datetime,open,high,low,close,volume,atr,vwap,clv,zvol,entropy,regime,returns,vwap_upper,vwap_lower,long_signal,short_signal,signal_strength
2025-09-09 10:35:00,2025-09-09 10:35:00,0.24112,0.24193,0.24112,0.24168,14880.0,nan,nan,0.3827160493827194,nan,nan,Mean-reversion,nan,nan,nan,False,False,0
2025-09-09 10:40:00,2025-09-09 10:40:00,0.24168,0.24232,0.24153,0.24156,46185.0,nan,nan,-0.924050632911388,nan,nan,Mean-reversion,-0.0004966476387161251,nan,nan,False,False,0
2025-09-09 10:45:00,2025-09-09 10:45:00,0.24156,0.24161,0.24114,0.2416,53479.0,nan,nan,0.9574468085107137,nan,nan,Mean-reversion,0.00016557662095948987,nan,nan,False,False,0
2025-09-09 10:50:00,2025-09-09 10:50:00,0.2416,0.2416,0.24045,0.24086,66377.0,nan,nan,-0.28695652173914893,nan,nan,Mean-reversion,-0.0030676142283261446,nan,nan,False,False,0
2025-09-09 10:55:00,2025-09-09 10:55:00,0.24086,0.24103,0.24072,0.24087,14338.0,nan,nan,-0.032258064516071265,nan,nan,Mean-reversion,4.151703236844637e-05,nan,nan,False,False,0
2025-09-09 11:00:00,2025-09-09 11:00:00,0.24087,0.24123,0.24051,0.24123,19468.0,nan,nan,1.0,nan,nan,Mean-reversion,0.001493466363465028,nan,nan,False,False,0
2025-09-09 11:05:00,2025-09-09 11:05:00,0.24123,0.24153,0.24112,0.24149,42727.0,nan,nan,0.8048780487805605,nan,nan,Mean-reversion,0.0010772291396358438,nan,nan,False,False,0
2025-09-09 11:10:00,2025-09-09 11:10:00,0.24149,0.24168,0.24122,0.24125,19825.0,nan,nan,-0.8695652173912991,nan,nan,Mean-reversion,-0.0009943241487078652,nan,nan,False,False,0
2025-09-09 11:15:00,2025-09-09 11:15:00,0.24125,0.24132,0.24085,0.24104,50986.0,nan,nan,-0.19148936170214273,nan,nan,Mean-reversion,-0.000870845397049424,nan,nan,False,False,0
2025-09-09 11:20:00,2025-09-09 11:20:00,0.24104,0.24195,0.24101,0.24195,19592.0,nan,nan,1.0,nan,nan,Mean-reversion,0.003768198417281824,nan,nan,False,False,0
2025-09-09 11:25:00,2025-09-09 11:25:00,0.24195,0.24209,0.24167,0.24179,250050.0,nan,nan,-0.4285714285713908,nan,nan,Mean-reversion,-0.000661512406807991,nan,nan,False,False,0
2025-09-09 11:30:00,2025-09-09 11:30:00,0.24179,0.24199,0.2413,0.2413,32813.0,nan,nan,-1.0,nan,nan,Mean-reversion,-0.0020286082015335827,nan,nan,False,False,0
2025-09-09 11:35:00,2025-09-09 11:35:00,0.2413,0.24148,0.24108,0.24141,19238.0,nan,nan,0.6500000000000763,nan,nan,Mean-reversion,0.000455760195165294,nan,nan,False,False,0
2025-09-09 11:40:00,2025-09-09 11:40:00,0.24141,0.24186,0.24124,0.24152,28507.0,nan,nan,-0.09677419354835244,nan,nan,Mean-reversion,0.00045555257243216175,nan,nan,False,False,0
2025-09-09 11:45:00,2025-09-09 11:45:00,0.24152,0.24198,0.24151,0.24193,45536.0,0.0005942857142857179,nan,0.787234042553214,nan,nan,Mean-reversion,0.00169614271711271,nan,nan,False,False,0
2025-09-09 11:50:00,2025-09-09 11:50:00,0.24193,0.24218,0.24168,0.24168,43316.0,0.0005735714285714312,nan,-1.0,nan,nan,Mean-reversion,-0.0010338910372796203,nan,nan,False,False,0
2025-09-09 11:55:00,2025-09-09 11:55:00,0.24168,0.24175,0.24142,0.24148,31268.0,0.0005635714285714312,nan,-0.6363636363636058,nan,nan,Mean-reversion,-0.0008278831501911843,nan,nan,False,False,0
2025-09-09 12:00:00,2025-09-09 12:00:00,0.24148,0.24224,0.24092,0.24223,158649.0,0.0005757142857142886,nan,0.9848484848484699,nan,nan,Mean-reversion,0.0031010340949150354,nan,nan,False,False,0
2025-09-09 12:05:00,2025-09-09 12:05:00,0.24223,0.2448,0.24221,0.24475,367594.0,0.0007385714285714297,nan,0.9613899613899654,nan,nan,Mean-reversion,0.010349593387479329,nan,nan,False,False,0
2025-09-09 12:10:00,2025-09-09 12:10:00,0.24475,0.24679,0.24475,0.2463,376370.0,0.0008328571428571451,nan,0.5196078431372404,nan,nan,Mean-reversion,0.006313023715872469,nan,nan,False,False,0
2025-09-09 12:15:00,2025-09-09 12:15:00,0.2463,0.2463,0.24516,0.24606,159905.0,0.0008850000000000029,nan,0.5789473684210705,nan,2.4634307764312453,Mean-reversion,-0.0009748964944692797,nan,nan,False,False,0
2025-09-09 12:20:00,2025-09-09 12:20:00,0.24606,0.24946,0.24595,0.24935,269842.0,0.0011028571428571435,nan,0.9373219373219377,nan,2.3793504725799495,Mean-reversion,0.013282123360108658,nan,nan,False,False,0
2025-09-09 12:25:00,2025-09-09 12:25:00,0.24935,0.24936,0.24754,0.24808,238355.0,0.0011992857142857141,nan,-0.4065934065934193,nan,2.455229863960501,Mean-reversion,-0.005106257199938053,nan,nan,False,False,0
2025-09-09 12:30:00,2025-09-09 12:30:00,0.24808,0.24854,0.24569,0.24614,307076.0,0.0013357142857142873,nan,-0.6842105263157874,nan,2.453344843988152,Mean-reversion,-0.007850795048002889,nan,nan,False,False,0
2025-09-09 12:35:00,2025-09-09 12:35:00,0.24614,0.24784,0.24578,0.2468,249227.0,0.0014528571428571446,nan,-0.00970873786408735,nan,2.520253303041871,Mean-reversion,0.0026778122870420606,nan,nan,False,False,0
2025-09-09 12:40:00,2025-09-09 12:40:00,0.2468,0.24717,0.24447,0.24498,176148.0,0.001596428571428572,nan,-0.6222222222222156,nan,2.544596487359367,Mean-reversion,-0.007401717471693314,nan,nan,False,False,0
2025-09-09 12:45:00,2025-09-09 12:45:00,0.24498,0.24631,0.24496,0.24622,41957.0,0.0016642857142857134,nan,0.8666666666666557,nan,2.5820542359952494,Mean-reversion,0.005048870659929589,nan,nan,False,False,0
2025-09-09 12:50:00,2025-09-09 12:50:00,0.24622,0.24701,0.24594,0.24684,59686.0,0.001696428571428573,nan,0.6822429906542037,nan,2.6062331327153574,Mean-reversion,0.002514908233397308,nan,nan,False,False,0
2025-09-09 12:55:00,2025-09-09 12:55:00,0.24684,0.24685,0.24553,0.2457,60499.0,0.00175714285714286,nan,-0.7424242424242402,nan,2.6453598614043305,Mean-reversion,-0.004629073925732657,nan,nan,False,False,0
2025-09-09 13:00:00,2025-09-09 13:00:00,0.2457,0.24628,0.24446,0.24469,84265.0,0.0018514285714285733,nan,-0.7472527472527674,nan,2.646969360045548,Mean-reversion,-0.004119176280540177,nan,nan,False,False,0
2025-09-09 13:05:00,2025-09-09 13:05:00,0.24469,0.24571,0.24436,0.24549,42335.0,0.0019242857142857176,nan,0.6740740740740814,nan,2.6835651212023635,Mean-reversion,0.0032641099608069373,nan,nan,False,False,0
