1738368000000000000,0.3289,0.32891,0.32763,0.3281,1158612.0,380270.72662,4514,611741.0,200767.00289
1738368300000000000,0.32811,0.32961,0.32796,0.32961,1035058.0,340218.1888,3304,586539.0,192841.03441
1738368600000000000,0.32961,0.32989,0.32916,0.32979,5344785.0,1761029.57542,4235,3659701.0,1205887.45981
1738368900000000000,0.32979,0.33009,0.32912,0.32933,4545762.0,1499294.49142,4647,3199641.0,1055397.7763
1738369200000000000,0.32933,0.32948,0.329,0.32912,659221.0,217015.42356000002,2823,288170.0,94869.46932
1738369500000000000,0.32911,0.32922,0.32805,0.32816,1347323.0,442776.92370000004,2233,672990.0,221166.8275
1738369800000000000,0.32817,0.3291,0.32784,0.32897,1315143.0,431797.62405,3386,348616.0,114530.06904
1738370100000000000,0.32896,0.3295,0.3287,0.32941,544236.0,179141.87517,1987,219120.0,72132.6633
1738370400000000000,0.3294,0.32951,0.32883,0.32912,1176079.0,387128.95398,2768,721540.0,237506.62045
1738370700000000000,0.32911,0.32978,0.32886,0.32933,1086380.0,357869.52893000003,2911,716251.0,235945.13685
1738371000000000000,0.32933,0.32942,0.32857,0.32876,1477693.0,485944.00778,3251,614078.0,201896.13053999998
1738371300000000000,0.32875,0.32959,0.32859,0.32935,1313935.0,432641.10406,2646,673626.0,221814.42912
1738371600000000000,0.32934,0.3305,0.32911,0.33001,1830297.0,604116.35401,5250,1167663.0,385380.64089000004
1738371900000000000,0.33001,0.33031,0.32953,0.33019,1309529.0,432021.66286,6846,906981.0,299216.82133
1738372200000000000,0.33018,0.33018,0.3295,0.32985,1306807.0,430959.07895,2542,936134.0,308687.60682
1738372500000000000,0.32984,0.33004,0.32939,0.32957,923991.0,304776.36485,2697,160079.0,52785.06186
1738372800000000000,0.32957,0.3301,0.32925,0.33,1441904.0,475331.61821,2300,1139525.0,375657.65042
1738373100000000000,0.33001,0.33075,0.3298,0.33066,1366755.0,451616.96371000004,2848,878618.0,290346.71854000003
1738373400000000000,0.33067,0.33134,0.33054,0.33122,1948586.0,645064.24941,4844,825596.0,273258.42123
